,0,1,2,3,4,5,6,7,8,9,10
contig_20835_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20835_6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20835_7,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20835_1,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20835_2,3.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0
contig_20835_3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
contig_21152_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21152_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20835_8,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,5.0,0.0
contig_20835_9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_21194_4,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20878_5,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20878_4,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0
contig_20878_7,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20878_6,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0
contig_20878_1,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
contig_20878_3,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0
contig_20878_2,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20852_10,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
contig_20875_1,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20875_2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20875_3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20875_4,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20875_5,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0
contig_20875_6,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
contig_21081_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20799_1,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20799_3,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20799_2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20799_5,13.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0
contig_20799_4,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20799_7,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_20799_6,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0
contig_20799_9,6.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0,1.0
contig_20799_8,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0
contig_20917_1,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
contig_21081_1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20965_2,0.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
contig_20928_4,0.0,0.0,7.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0
contig_20965_1,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21211_3,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21211_2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0
contig_21211_1,3.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0
contig_20871_4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20871_5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20871_6,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20871_7,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20871_1,2.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
contig_20871_2,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
contig_20871_3,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20871_8,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
contig_20877_6,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
contig_20858_7,4.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
contig_20877_4,9.0,1.0,10.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0
contig_20877_5,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0
contig_20877_2,9.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0
contig_20877_3,0.0,2.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0
contig_20858_6,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
contig_20858_5,3.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0
contig_20877_8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20858_3,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20858_2,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0
contig_20858_1,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
contig_21083_3,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
contig_20967_5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
contig_21151_2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20951_3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0
contig_20951_2,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20951_1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20951_4,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
contig_20868_7,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0
contig_20953_5,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20953_4,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21085_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20953_1,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20953_3,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0
contig_20953_2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20828_5,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0
contig_20868_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20959_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20959_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20959_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20959_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21064_3,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0
contig_21064_2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20836_6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21064_5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0
contig_21064_4,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0
contig_20819_2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0
contig_20969_5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_20902_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20900_5,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
contig_20900_4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20900_6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20900_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20900_3,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20900_2,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20906_5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_20906_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0
contig_20906_3,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20906_2,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20906_1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20828_9,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20863_3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
contig_20863_2,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20863_8,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0
contig_21029_1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21029_2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_21029_3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21029_4,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20829_6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21027_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21027_3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21027_1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21027_4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20788_15,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
contig_20788_14,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0
contig_20788_12,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_21068_1,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21068_3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21068_2,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
contig_20865_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21020_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21020_3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_21020_2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21020_5,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0
contig_21020_4,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0
contig_20895_6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20895_7,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20895_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20895_5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20895_2,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20895_3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20895_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20897_1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20897_2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20897_3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20897_4,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20897_5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20897_6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20897_7,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20897_8,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20899_2,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
contig_20899_3,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20899_1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20899_6,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20899_4,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20899_5,5.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
contig_21063_2,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0
contig_21063_3,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0
contig_21063_1,0.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0
contig_21063_6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21063_4,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0
contig_21063_5,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0
contig_21061_1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21061_2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
contig_21067_4,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21067_2,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
contig_21067_3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21067_1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20891_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
contig_20891_3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21022_5,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20891_1,4.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_21022_3,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21022_2,2.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
contig_20891_4,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
contig_20891_5,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
contig_20790_11,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
contig_20893_4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_21065_1,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21065_2,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21065_3,2.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
contig_21065_4,3.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_20893_1,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_20893_2,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_20893_3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_20952_4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20952_1,3.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
contig_20952_2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
contig_20952_3,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20983_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_20983_3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
contig_20954_4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20983_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20954_2,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20954_3,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20983_4,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20983_5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21062_1,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
contig_21087_1,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20956_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
contig_20956_2,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
contig_20956_3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_20956_4,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
contig_20956_5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_20963_2,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
contig_20963_3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21184_2,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21184_3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_21184_1,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21149_2,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_21149_1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_21161_3,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0
contig_21186_2,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
contig_21186_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20989_1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20989_2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
contig_20989_3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20984_1,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,1.0
contig_21089_2,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
contig_20984_3,9.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0
contig_20984_2,0.0,0.0,7.0,1.0,4.0,1.0,1.0,0.0,1.0,9.0,0.0
contig_20984_5,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20984_4,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,0.0
contig_20984_7,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0
contig_20984_6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,1.0
contig_20984_8,0.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
contig_20905_1,7.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0
contig_20905_2,8.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,0.0
contig_20905_3,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20905_4,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20905_5,3.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0
contig_20806_10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
contig_20806_11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0
contig_21180_2,10.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0
contig_21180_1,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20909_4,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
contig_20909_5,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20909_6,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20909_1,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
contig_20909_2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20909_3,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20788_31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20788_30,0.0,0.0,13.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0
contig_20788_33,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20788_32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20788_35,6.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
contig_20788_34,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20788_37,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20788_36,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21144_2,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
contig_21144_3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_21144_1,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21102_1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21102_2,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_21102_3,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
contig_21146_4,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21146_1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
contig_21146_2,0.0,0.0,8.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0
contig_21146_3,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
contig_21104_4,0.0,0.0,9.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
contig_21104_2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21104_3,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_21104_1,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21140_2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21140_3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21140_1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20986_5,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
contig_20986_4,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
contig_20986_3,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
contig_20986_2,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
contig_20986_1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
