,0,1,2
contig_18752_4,0.0,4.0,1.0
contig_18587_12,0.0,0.0,1.0
contig_18752_1,0.0,0.0,1.0
contig_18752_3,0.0,0.0,1.0
contig_18752_2,0.0,0.0,1.0
contig_18754_2,0.0,0.0,1.0
contig_18754_1,0.0,0.0,1.0
contig_18580_38,0.0,1.0,1.0
contig_18580_39,2.0,0.0,1.0
contig_18580_36,0.0,0.0,1.0
contig_18580_37,0.0,0.0,1.0
contig_18580_34,0.0,0.0,1.0
contig_18580_35,0.0,0.0,1.0
contig_18580_32,0.0,0.0,1.0
contig_18580_33,0.0,0.0,1.0
contig_18580_30,0.0,2.0,1.0
contig_18580_31,0.0,0.0,1.0
contig_18579_61,0.0,4.0,1.0
contig_18579_60,0.0,0.0,1.0
contig_18579_63,0.0,0.0,1.0
contig_18579_62,0.0,2.0,1.0
contig_18579_65,1.0,1.0,1.0
contig_18579_64,0.0,1.0,1.0
contig_18579_67,0.0,0.0,1.0
